Genesis 1:1	Mwanzo hapo, Mungu aliumba mbingu na dunia.
Genesis 8:5	Maji yakaendelea kupungua, mpaka mwezi wa kumi. Katika siku ya kwanza ya mwezi huo, vilele vya milima vikaonekana tena.
Genesis 8:6	Ambapo siku arobaini zilipita, Nuhu akafungua dirisha la safina ambalo alikuwa ametengeneza.
Genesis 8:7	Akatoa kunguru nje. Kunguru huyo, akawa anaruka huko na huko, mpaka wakati ambao maji yalikauka duniani.
Genesis 8:8	Kisha, Nuhu akatoa njiwa, ili aone kama maji yamekwisha kukauka duniani.
Genesis 8:9	Lakini njiwa akakosa mahali pa kutua, kwa sababu maji yalikuwepo bado duniani. Kwa hiyo, akarudi kwa Nuhu, naye akanyoosha mkono akamshika, akamrudisha katika safina.
Genesis 8:10	Nuhu akasubiri siku saba, ndipo akatoa nje tena njiwa huyo.
Genesis 8:11	Ambapo ilifika jioni, njiwa huyo akarudi kwa Nuhu, akiwa na tawi bichi la mzeituni mdomoni. Hapo, Nuhu akajua kwamba, maji yamepunguka duniani.
Genesis 8:12	Nuhu akasubiri siku saba nyingine, akatoa tena njiwa huyo. Lakini kwa wakati huu, njiwa hakurudi.
Genesis 8:13	Nuhu ambapo alikuwa na miaka mia sita na moja, katika siku ya kwanza ya mwezi wa kwanza, maji yakawa yamekauka katika dunia yote. Ndipo Nuhu akafungua kifuniko cha safina, akaona kwamba nchi yote imekauka.
Genesis 8:14	Katika siku ya ishirini na saba ya mwezi wa pili, dunia yote ilikuwa imekauka kabisa.
Genesis 8:15	Ndipo Mungu akaambia Nuhu kwamba,
Genesis 8:16	“Toka katika safina, wewe pamoja na mke wako, watoto wako na wake zao.
Genesis 8:17	Toa wanyama wote ambao ulikuwa nao, ndege, mifugo na viumbe ambavyo vinatambaa chini. Vyote vizae, viongezeke, vijaze duniani.”
Genesis 8:18	Basi, Nuhu akatoka katika safina, pamoja na mke wake, watoto wake na wake zao.
Genesis 8:19	Pia, wanyama wote, viumbe ambavyo vinatambaa chini, ndege, na viumbe vyote ambavyo vinaishi duniani, wakatoka katika safina, wakiwa wameongozana kila moja kwa aina yake.
Genesis 8:20	Ambapo Nuhu alitoka katika safina, akamjengea Bwana Mungu mahali pa kutolea dhabihu. Akachukua baadhi ya wanyama na ndege ambao wanafaa kutolewa dhabihu, akamtolea Mungu dhabihu za kuteketeza.
Genesis 8:21	Bwana Mungu akasikia manukato mazuri ya dhabihu hizo, akapendezwa nayo, akajisemea kwamba, “Sitalaani tena dunia kwa sababu ya watu, ingawa mawazo yao ni mabaya tangia utotoni mwao. Sitaangamiza tena viumbe vyenye uhai, kama ambavyo nilifanya.
Genesis 8:22	Wakati ambao dunia ukiendelea kuwepo, kutakuwa na wakati wa kupanda na wa kuvuna, kutakuwa na wakati wa baridi na wa joto, kutakuwa na wakati wa kiangazi na wa mvua, kutakuwa na wakati wa usiku na wa mchana. Nyakati hizo zote, hazitakosa kuwepo.”
Genesis 9:1	Ndipo, Mungu akabariki Nuhu na watoto wake, akawaambia kwamba, “Zaeni, mwongezeke, mjaze dunia.
Genesis 9:2	Wanyama wote wa duniani, ndege wote wa anga, watambaao chini, na samaki zote za baharini, watawaogopa, kwa kuwa nimewaweka mikononi mwenu.
Genesis 9:3	Wanyama wote watakuwa chakula chenu sasa. Ninawapa vitu vyote, kama nilivyowapa mboga za majani.
Genesis 9:4	Lakini msile nyama ambayo inavuja damu, kwa kuwa uhai wa mnyama uko damuni.
Genesis 9:5	Nitadai damu kutoka kila mtu ambaye anaua mwenzake. Kweli nitadai damu kutoka kwa kila mnyama na kwa kila mtu ambaye anamwaga damu ya mtu,
Genesis 9:6	kwa kuwa mimi niliumba watu kwa mfano wangu. Mtu yeyote akimwaga damu ya mtu, naye pia damu yake itamwagwa na mtu.
Genesis 9:7	Basi ninyi sasa, zaeni, mwongezeke, mzidi katika dunia, muwe wengi sana.”
Genesis 9:8	Kisha Mungu akamwambia Nuhu na watoto wake kwamba,
Genesis 9:9	“Mnisikilize. Mimi ninafanya agano na ninyi na uzao wenu ambao utakuja,
Genesis 9:10	na viumbe vyote vyenye uhai, ndege, mifugo na wanyama wa porini, wote ambao walitoka mwenye safina, kila kiumbe kilicho duniani.
Genesis 9:11	Ninaagana na ninyi kwamba, sitaangamiza tena viumbe vyote kwa njia ya mafuriko ya maji. Hayatakuwepo tena mafuriko ya maji mengine ambayo yataangamiza dunia.”
Genesis 9:12	Kisha Mungu akasema kwamba, “Hii ndiyo ishara ya agano ambalo ninafanya kati yangu na ninyi, na kila mnyama hai ambaye yuko pamoja nanyi. Agano hilo litadumu kwa vizazi vyote ambavyo vinakuja.
Genesis 9:13	Nimeweka upinde wangu wa mvua mawinguni, nao utakuwa ishara ya agano kati yangu na dunia.
Genesis 9:14	Wakati wowote ambao nitaleta mawingu duniani, na upinde wa mvua kuonekana mawinguni,
Genesis 9:15	ndipo nitakumbuka agano langu ambalo liko kati yangu na ninyi na viumbe vyote vyenye uhai. Mafuriko ya maji hayatakuja tena kuangamiza viumbe vyote vyenye uhai.
Genesis 9:16	Haya, wakati upinde wa mvua huo utaonekana mawinguni, ndipo na mimi nitakumbuka agano la milele ambalo linakuwa kati yangu na viumbe vyenye uhai vya aina zote hapa duniani.”
Genesis 9:17	Ndipo Mungu akamwambia Nuhu kwamba, “Hii ndiyo ishara ya agano ambalo nimeweka kati yangu na viumbe vyote vyenye uhai duniani.”
Genesis 9:18	Watoto wa Nuhu ambao walitoka mwenye safina ni Shemu, Hamu na Yafethi. Hamu ndiye alikuwa baba yake Kanaani.
Genesis 9:19	Watoto hao watatu, ndio walikuwa watoto wa Nuhu, na kutoka kwao, watu walienea duniani kote.
Genesis 9:20	Nuhu ndiye alikuwa mkulima, akawa mtu wa kwanza kupanda mizabibu.
Genesis 9:21	Siku moja, akanywa pombe ya mizabibu, akalewa. Kisha akalala uchi hemani mwake.
Genesis 9:22	Hamu, baba yake Kanaani, akaona uchi wa baba yake, akatoka nje, akaenda kuwaambia kaka zake Shemu na Yafethi kwamba baba yao yuko uchi.
Genesis 9:23	Ndipo Shemu na Yafethi wakabeba nguo mabegani, wakaenda kinyumenyume, wakamfunika baba yao, huku macho yao yakiwa yameangalia pembeni ili wasione uchi wa baba yao.
Genesis 9:24	Ambapo Nuhu alilevuka, akagundua jinsi mtoto wake mdogo alivyomfanyia.
Genesis 9:25	Akasema kwamba, “Kanaani amelaaniwa! Atakuwa mtumwa wa chini kabisa kwa jamaa zake.”
Genesis 9:26	Nuhu akaendelea kusema kwamba, “Asifiwe Bwana, Mungu wa Shemu! Kanaani awe mtumwa wa Shemu.
Genesis 9:27	Mungu amwongezee Yafethi mahali pa kukaa, aishi kwa amani miongoni mwa mahema ya Shemu, Kanaani awe mtumwa wake Yafethi.”
Genesis 9:28	Baada ya mafuriko ya maji kuisha, Nuhu akaishi miaka mia tatu na hamsini mingine.
Genesis 9:29	Nuhu ambapo alifikisha miaka mia tisa na hamsini, akafa.
Genesis 10:1	Baada ya mafuriko ya maji kuisha, Shemu, Hamu na Yafethi, wana wa Nuhu, wakazaa watoto. Huu ndio uzao wao.
Genesis 10:2	Watoto wa Yafethi walikuwa ni Gomeri, Magogu, Madai, Yavani, Tubali, Mesheki na Tirasi.
Genesis 10:3	Watoto wa Gomeri ni Ashikenazi, Rifathi na Togarma.
Genesis 10:4	Watoto wa Yavani ni Elisha, Tarshishi, Wakiti na Warodani.
Genesis 10:5	Kutoka kwa watoto wa Yavani hawa, watu wametawanyikia katika nchi zao zilizo kandokando ya bahari, wote kwa lugha zao na kwa koo zao.
Genesis 10:6	Watoto wa Hamu walikuwa ni Kushi, Misri, Puti na Kanaani.
Genesis 10:7	Watoto wa Kushi walikuwa ni Seba, Havila, Sabta, Rama na Sabuteka. Watoto wa Rama ni Sheba na Dedani.
Genesis 10:8	Hapo tena, Kushi akazaa mtoto mwingine, jina lake Nimrodi. Yeye akawa mtawala wa kwanza kwa uhodari na wa uwezo mkubwa duniani.
Genesis 10:9	Bwana Mungu alimwezesha kuwa hodari wa kuwinda wanyama. Ndiyo maana kuna usemi usemao kwamba, “Mtu huyu ni kama Nimrodi, Bwana anamwezesha kuwa mwindaji hodari wa wanyama.”
Genesis 10:10	Miji ambayo alianzia ufalme wake ilikuwa Babeli, Ereki, Akadi na Kaline katika nchi ya Shinari.
Genesis 10:11	Toka nchini hiyo, Nimrodi akahamia katika nchi ya Ashuru, akajenga miji ya Ninawi, Rehoboth-Iri, Kala
Genesis 10:12	na Reseni. Reseni ndipo pako katikati ya Ninawi na mji wa Kala, huo ndiyo mji mkubwa.
Genesis 10:13	Misri akazaa Waludi, Waanami, Walehabi, Wanaftuhi,
Genesis 10:14	Wapathrusi, Wakafutori, na Wakasluhi ambao ndio asili ya Wafilisti.
Genesis 10:15	Kanaani akazaa Sidoni, mtoto wake wa kwanza, na Hethi.
Genesis 10:16	Tena ni babu wa Wayebusi, Waamori, Wagirgashi,
Genesis 10:17	Wahivi, Waarki, Wasini,
Genesis 10:18	Waarvadi, Wasemari na Wahamathi. Ndipo watu hao wote wa nchi ya Wakanaani wakatawanyika.
Genesis 10:19	Mahali pa nchi yao palianzia Sidoni kuelekea Gerari mpaka Gaza. Kisha kuelekea Sodoma, Gomora, Adma, Seboimu mpaka Lasha.
Genesis 10:20	Hawa ndio watoto wa Hamu, wote kwa lugha zao na kwa koo zao, mwenye nchi zao.
Genesis 10:21	Shemu, mkubwa wa Yafethi, ndiye alikuwa babu yao watoto wote wa Eberi.
Genesis 10:22	Watoto wa Shemu walikuwa ni Elamu, Ashuru, Arfaksadi, Ludi na Aramu.
Genesis 10:23	Watoto wa Aramu walikuwa ni Usi, Huli, Getheri na Mashi.
Genesis 10:24	Arfaksadi alikuwa baba yake Sela, naye Sela akazaa Eberi.
Genesis 10:25	Eberi akazaa watoto wawili, mtoto wake wa kwanza akampa jina Pelegi, kwa kuwa kwa wakati huo, watu wa dunia waligawanyika. Ndugu yake akaitwa Yoktani.
Genesis 10:26	Yoktani akazaa Almodadi, Shelefu, Hazarmawethi, Yera,
Genesis 10:27	Hadoramu, Uzali, Dikla,
Genesis 10:28	Obali, Abimaeli, Sheba,
Genesis 10:29	Ofiri, Havila na Yobabu. Hao wote walikuwa watoto wa Yoktani.
Genesis 10:30	Nchi ambayo watu hao wote walikuwa wakiishi, ilianzia kwenye milima wa Mesha kuelekea Sefari kwenye milima ya mashariki.
Genesis 10:31	Hao ndio watoto wa Shemu, wote kwa lugha zao na kwa koo zao, mwenye nchi zao.
Genesis 10:32	Hao ndio ukoo wa watoto wa Nuhu, kufuatana na uzao wao na kwenye nchi zao. Kuanzia wakati huo ambao mafuriko ya maji yalikwisha, watu walitawanyika mwenye dunia yote.
Genesis 11:1	Kwa wakati huo, watu wote duniani walikuwa wakiongea lugha moja, na maneno yale yale.
Genesis 11:2	Watu ambapo walikuwa wakihama kuelekea upande wa mashariki, wakaona nchi tambarare ya Shinari, wakaenda kuishi hapo.
Genesis 11:3	Kisha wakaambiana kwamba, “Njooni, tutengeneze matofali, tuyachome kwa moto vizuri.” Katika siku hizo, watu walijengea matofali na lami badala ya mawe na moramu.
Genesis 11:4	Kisha wakasema kwamba, “Tujenge mji pamoja na mnara ambao kilele chake kitafika mpaka mbinguni. Tufanye hivyo, ili tupate umaarufu na kujulikana, tusije tukatawanyika duniani pote.”
Genesis 11:5	Lakini hapo ndipo, Bwana Mungu akashuka chini, ili aone mji na mnara ambao ulikuwa umejengwa na watu.
Genesis 11:6	Bwana Mungu alipoiona, akasema kwamba, “Watu hawa ni wamoja, wanaongea lugha mmoja, na kazi hiyo ni mwanzo tu wa mambo ambayo watafanya. Sasa jambo lolote ambalo wanataka kulifanya, watafanyikiwa.
Genesis 11:7	Haya tushuke, tukavuruge lugha yao, ili wasielewane wenyewe kwa wenyewe.”
Genesis 11:8	Ndipo Bwana Mungu akawatawanya duniani pote, nao wakaacha kujenga mji huo.
Genesis 11:9	Hivyo, mji huo uliitwa Babeli, kwa kuwa hapo ndipo Bwana Mungu alivuruga lugha ya dunia yote, na kutoka hapo alitawanya watu duniani kote.
Genesis 11:10	Huu ndio uzao wa Shemu. Mafuriko ya maji ambapo yalikwisha, ikapita miaka miwili, Shemu akawa na miaka mia moja, akazaa Arfaksadi.
Genesis 11:11	Shemu ambapo alizaa Arfaksadi, akaishi miaka mia tano mingine, aliwazaa watoto wengine wa kiume na wa kike.
Genesis 11:12	Arfaksadi ambapo alikuwa na miaka thelathini na tano, akazaa Sela.
Genesis 11:13	Wakati ambapo alizaa Sela, akaishi miaka mingine mia nne na tatu, alizaa watoto wengine wa kiume na wa kike.
Genesis 11:14	Sela ambapo alikuwa na miaka thelathini, akazaa Eberi.
Genesis 11:15	Ambapo alizaa Eberi, akaishi miaka mingine mia nne na tatu, alizaa watoto wengine wa kiume na wa kike.
Genesis 11:16	Eberi ambapo alikuwa na miaka thelathini na nne, akazaa Pelegi.
Genesis 11:17	Ambapo alizaa Pelegi, akaishi miaka mia nne na thelathini mingine, alizaa watoto wengine wa kiume na wa kike.
Genesis 11:18	Pelegi ambapo alikuwa na miaka thelathini, akazaa Reu.
Genesis 11:19	Ambapo alizaa Reu, akaishi miaka mia mbili na tisa mingine, alizaa watoto wengine wa kiume na wa kike.
Genesis 11:20	Reu ambapo alikuwa na miaka thelathini na mbili, akazaa Serugi.
Genesis 11:21	Ambapo alizaa Serugi, akaishi miaka mia mbili na saba mingine, alizaa watoto wengine wa kiume na wa kike.
Genesis 11:22	Serugi ambapo alikuwa na miaka thelathini, akazaa Nahori.
Genesis 11:23	Ambapo alizaa Nahori, akaishi miaka mia mbili mingine, alizaa watoto wengine wa kiume na wa kike.
Genesis 11:24	Nahori ambapo alikuwa na miaka ishirini na tisa, akazaa Tera.
Genesis 11:25	Ambapo alizaa Tera, akaishi miaka mia moja ni kumi na tisa mingine, alizaa watoto wengine wa kiume na wa kike.
Genesis 11:26	Tera ambapo alifikisha miaka sabini, akazaa Abramu, Nahori na Harani.
Genesis 11:27	Huu ndio uzao wa Tera. Tera akazaa Abramu, Nahori na Harani. Harani naye, akamzaa Lutu.
Genesis 11:28	Harani huyo akafa wakati ambao baba yake alikuwa bado yuko hai. Alifia mwenye mji wa Uri katika nchi ya Wakalidayo ambayo alizaliwamo.
Genesis 11:29	Abramu na Nahori, wakaoa wanawake. Mke wa Abramu alikuwa anaitwa Sarai na mke wa Nahori alikuwa anaitwa Milka. Milka huyo, alikuwa na dada yake, jina lake Iska, na wote walikuwa mabinti za Harani.
Genesis 11:30	Sarai alikuwa tasa, hivyo hakuwa na mtoto.
Genesis 11:31	Tera akachukua mtoto wake Abramu na mke wa Abramu, pamoja na mjukuu wake Lutu, mtoto wa Harani. Wote wakatoka mji wa Uri katika nchi ya Wakalidayo, wakashika njia ya kwenda mwenye nchi ya Kanaani. Lakini, ambapo walifika katika mji wa Harani, wakaamua kuishi huko.
Genesis 11:32	Tera akafikisha miaka mia mbili na tano, akafia katika mji wa Harani.
Genesis 12:1	Siku moja, Bwana Mungu akamwambia Abramu kwamba, “Utoke katika nchi yako, uache ndugu zako, na ukoo wa baba yako, uende katika nchi ambayo nitakuonyesha.
Genesis 12:2	Nitakufanya uwe baba wa taifa kubwa, na nitakubariki! Nitalikuza jina lako, na wewe utakuwa baraka kwa wengine.
Genesis 12:3	Watu ambao watakubariki, na mimi nitawabariki. Lakini ambao watakulaani, na mimi nitawalaani. Kupitia kwako, nitabariki watu wa mataifa yote ya duniani.”
Genesis 12:4	Basi, Abramu akaondoka katika mji wa Harani, pamoja na Lutu, kama Bwana Mungu alivyokuwa amemwambia. Wakati huo, alikuwa na miaka sabini na tano.
Genesis 12:5	Abramu akamchukua mkewe Sarai, Lutu mtoto wa kaka yake, na vitu vyao vyote ambavyo walikuwa navyo, pamoja na wafanya kazi wao, ambao walikuwa wamepata Harani huko. Ndipo wakaendelea na safari hiyo mpaka katika nchi ya Kanaani.
Genesis 12:6	Abramu na ndugu zake, wakapita katikati ya nchi hiyo, wakafika mahali ambapo palikuwa na mti mkubwa mtakatifu ambao uko More, karibu na mji wa Shekemu. Wakati huo, Wakanaani ndio walikuwa wenyeji wa nchi hiyo.
Genesis 12:7	Ndipo, Bwana Mungu akamtokea Abramu, akamwambia kwamba, “Nchi hii nitapatia uzao wako.” Abramu ambapo alisikia hivyo, akajenga mahali pa kumtolea dhabihu mahali hapo, kwa sababu Bwana Mungu alimtokea.
Genesis 12:8	Kisha Abramu akatoka huko, akaelekea pande za milima, mashariki ya mji wa Betheli. Akaweka huko hema lake, kati ya mji wa Betheli upande wa magharibi na mji wa Ai upande wa mashariki. Hapo pia, akamjengea Bwana Mungu mahali pa kutolea dhabihu. Na hapo ndipo akamwabudia Bwana Mungu.
Genesis 12:9	Kisha Abramu akaendelea na safari kwenda kusini, upande wa Negebu.
Genesis 12:10	Basi, katika nchi ya Kanaani humo ikatokea njaa. Kwa sababu njaa hiyo ilikuwa kali sana, Abramu akaenda katika nchi ya Misri, kuishi huko, kwa muda mfupi tu.
Genesis 12:11	Ambapo alikuwa karibu kuingia Misri, akamwambia mkewe Sarai kwamba, “Nafahamu kwamba, wewe ni mwanamke mzuri sana wa kuvutia.
Genesis 12:12	Wamisri watakapokuona, watasema kwamba, ‘Huyu ni mkewe!’ Kwa hiyo, wataniua, na wewe, watakuacha mzima.
Genesis 12:13	Sasa, uje uwaambie kwamba, wewe ni dada yangu, ili nifanyiwe mema kwa ajili yako, niwe mzima.”
Genesis 12:14	Basi, Abramu na Sarai, ambapo walifika Misri, Wamisri wakamwona Sarai ni mwanamke mzuri sana wa kuvutia.
Genesis 12:15	Ambao waangalizi wa Farao walimwona, wakapeleka sifa za uzuri wa Sarai kwa mfalme huyo. Kisha wakampeleka katika nyumba yake.
Genesis 12:16	Basi, farao akamfanyia mema Abramu kwa ajili ya Sarai. Akampa kondoo, mbuzi, ngʼombe, punda, ngamia na watumwa wa kiume na wa kike.
Genesis 12:17	Lakini, kwa sababu farao alikuwa amemchukua Sarai mke wa Abramu, Bwana Mungu akampiga vikali kwa magonjwa, pamoja na watu wa nyumbani kwake.
Genesis 12:18	Ndipo, Farao akamwita Abramu, akamwuliza kwamba, “Wewe! Umenifanyia nini hiki? Mbona haukuniambia kwamba, huyu ni mke wako?
Genesis 12:19	Kwa nini ulisema kwamba, ni dada yako, hata nikamchukua kuwa mke wangu? Basi, sasa chukua mke wako, utoke hapa!”
Genesis 12:20	Kisha farao akawaamuru watu wake, wamsindikize Abramu na mkewe, pamoja na vitu vyake vyote.
Genesis 13:1	Kwa hiyo, Abramu akatoka Misri na mkewe, na vitu vyake vyote. Lutu naye akaenda nao. Wakarudi tena upande wa Negebu.
Genesis 13:2	Kwa wakati huo, Abramu alikuwa tajiri sana wa mifugo, madini ya dhahabu na madini ya fedha.
Genesis 13:3	Kisha, akatoka Negebu, akawa anahamahama mpaka akafika karibu na mji wa Betheli. Hapo ndipo ambapo alikuwa ameweka hema lake, katikati ya Betheli na Ai.
Genesis 13:4	Na mahali hapo, ndipo awali alikuwa amejenga mahali pa kutolea dhabihu. Na hapo akamwabudu Bwana Mungu tena.
Genesis 13:5	Basi Lutu, ambaye alikuwa anatembea pamoja na Abramu, naye alikuwa na makundi makubwa ya kondoo, mbuzi, ngʼombe, na mahema mengi.
Genesis 13:6	Mifugo yao ilikuwa mingi sana, kwa hiyo nchi ile haikuwatosha Abramu na Lutu kuishi pamoja.
Genesis 13:7	Kwa hiyo, ikatokea ugomvi kati ya wachungaji wa Abramu na wa Lutu. Na kwa wakati huo pia, Wakanaani na Waperizi, ndio walikuwa wenyeji wa nchi hiyo.
Genesis 13:8	Basi, Abramu akamwambia Lutu kwamba, “Isiwepo ugomvi kati yangu na wewe, hata kati ya wachungaji wangu na wako, kwa kuwa sisi ni ndugu.
Genesis 13:9	Angalia nchi hii yote mbele yako. Tutengane! Kama unaenda upande wa kushoto, mimi niende upande wa kulia. Kama unaenda upande wa kulia, mimi niende upande wa kushoto.”
Genesis 13:10	Lutu akaangalia, akaona bonde la mto wa Yordani mpaka mji wa Soari, akaona kwamba, lina maji mengi, kama nchi ya Misri, na katika bustani ya Bwana Mungu inayoitwa Edeni. Kutengana huku kulitokea, wakati Bwana Mungu alikuwa bado hajaangamiza miji ya Sodoma na Gomora.
Genesis 13:11	Kwa hiyo, Lutu akachagua bonde lote la Yordani, akaelekea upande wa mashariki. Hivyo ndivyo ambavyo walitengana.
Genesis 13:12	Abramu akabaki katika nchi ya Kanaani humo, lakini Lutu yeye akaenda kuishi karibu na miji ambayo ilikuwa katika bonde lile, akahamishia mahema yake karibu na mji wa Sodoma huko.
Genesis 13:13	Lakini watu wa Sodoma walikuwa wabaya sana, walikuwa wanafanya dhambi sana, mbele ya Bwana Mungu.
Genesis 13:14	Lutu ambapo alimaliza kutengana na Abramu, Bwana Mungu akamwambia Abramu kwamba, “Sasa tazama pande zote, kaskazini, kusini, mashariki na magharibi.
Genesis 13:15	Nchi yote ambayo unaona, nitakupa, wewe na uzao wako, iwe yenu siku zote.
Genesis 13:16	Nitafanya uzao wako, uwe mwingi kama vumbi ya dunia. Kama ambavyo hakuna mtu ambaye anaweza kuhesabu vumbi, hivyo hivyo na uzao wako nao hautahesabiwa.
Genesis 13:17	Basi sasa, uende utembee tembee katika nchi hii, uende urefu na upana, kwa kuwa nchi hii, nitakupa wewe.”
Genesis 13:18	Ndipo, Abramu akangʼoa mahema yake, akaenda kuishi nchi ya Hebroni, karibu na miti mikubwa mitakatifu ya Mamre. Ambapo alifika huko, akamfanyia Bwana Mungu mahali pa kutolea dhabihu.
Genesis 14:1	Kwa wakati huo, Amrafeli mfalme wa Shinari, Arioko mfalme wa Elasari, Kedorlaoma mfalme wa Elamu, na Tidali mfalme wa Goimu,
Genesis 14:2	wote kwa pamoja wakaenda kupigana vita na Bera mfalme wa Sodoma, Birsha mfalme wa Gomora, Shinabu mfalme wa Adma, Shemeberi mfalme wa Seboimu na mfalme wa Bela. Jina lingine la Bela ndilo Soari.
Genesis 14:3	Kwa wakati wa miaka kumi na miwili, wafalme watano hao, walikuwa wakimtii mfalme Kedorlaoma. Lakini, katika mwaka wa kumi na tatu, wakaasi. Wakakusanya pamoja maaskari wao, wakaingia katika bonde lililoitwa kwamba, Sidimu. Bonde hilo linajulikana kuwa bonde la Ziwa la Chumvi.
Genesis 14:4	<range>
Genesis 14:5	Katika mwaka wa kumi na nne, mfalme Kedorlaoma na wafalme wenzake ambao walikuwa wameshirikiana, wakaenda wakapiga vita na kushinda Warefai wa mji wa Asitaroti-Karinaimu, Wazuzi katika mji wa Hamu, na Waemi wa katika mji wa Shawe-Kiriathayimu,
Genesis 14:6	na Wahori katika milima yao ya Seiri. Wakawafukuza mpaka Eli-Parani, katika mpaka wa jangwa.
Genesis 14:7	Kisha wakarudi nyuma, wakafika En-Mishpati, jina lingine ni Kadeshi, wakachukua nchi yote ya Waamaleki, na ya Waamori, ambao waliishi Hasasoni-Tamari.
Genesis 14:8	Hapo, mfalme wa Sodoma, mfalme wa Gomora, mfalme wa Adma, mfalme wa Seboimu, na mfalme wa Bela, jina lingine ni Soari, walienda kuandaa vita katika bonde la Sidimu,
Genesis 14:9	wapigane na Kedorlaoma mfalme wa Elamu, na Tidali mfalme wa Goimu, na Amrafeli mfalme wa Shinari, na Arioko mfalme wa Elasari. Wafalme wanne, wakapiganishwa na wafalme tano.
Genesis 14:10	Kwa siku hizo, katika bonde la Sidimu lilikuwa limejaa mashimo ya lami. Ndipo, wafalme wa Sodoma na Gomora ambapo waliona kwamba, wameshindwa vita, wakakimbia. Wengine wakatumbukia katika mashimo humo, na wengine wakakimbilia mlimani.
